ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat,forecast_type
2016-04-01,51340.57597681553,24134.700835387175,43356.40360324072,51340.57597681553,51340.57597681553,-0.35210683036351864,-0.35210683036351864,-0.35210683036351864,-0.35210683036351864,-0.35210683036351864,-0.35210683036351864,0.0,0.0,0.0,33263.208500581604,historical
2016-05-01,51913.50067703405,39786.40918378129,59335.79483835084,51913.50067703405,51913.50067703405,-0.04872195517653055,-0.04872195517653055,-0.04872195517653055,-0.04872195517653055,-0.04872195517653055,-0.04872195517653055,0.0,0.0,0.0,49384.173423990804,historical
2016-06-01,52505.8023964849,33818.768428703464,53016.44312546171,52505.8023964849,52505.8023964849,-0.1698534858641878,-0.1698534858641878,-0.1698534858641878,-0.1698534858641878,-0.1698534858641878,-0.1698534858641878,0.0,0.0,0.0,43587.50883134571,historical
2016-07-01,53078.9976088567,29121.84416215213,48790.38280364528,53078.9976088567,53078.9976088567,-0.26778958857234936,-0.26778958857234936,-0.26778958857234936,-0.26778958857234936,-0.26778958857234936,-0.26778958857234936,0.0,0.0,0.0,38864.994677348244,historical
2016-08-01,53672.47405464706,29341.51537452636,48785.119093437774,53672.47405464706,53672.47405464706,-0.27505614501401654,-0.27505614501401654,-0.27505614501401654,-0.27505614501401654,-0.27505614501401654,-0.27505614501401654,0.0,0.0,0.0,38909.53024781102,historical
2016-09-01,54266.74521458509,64257.91643426676,84037.93265271612,54266.74521458509,54266.74521458509,0.3717238767942135,0.3717238767942135,0.3717238767942135,0.3717238767942135,0.3717238767942135,0.3717238767942135,0.0,0.0,0.0,74438.99012675449,historical
2016-10-01,54841.84633710578,55374.70570345113,75353.15493578908,54841.84633710578,54841.84633710578,0.19259759422493403,0.19259759422493403,0.19259759422493403,0.19259759422493403,0.19259759422493403,0.19259759422493403,0.0,0.0,0.0,65404.25400448587,historical
2016-11-01,55436.413390848065,79247.17451999862,98785.96595379093,55436.413390848065,55436.413390848065,0.6066796081688927,0.6066796081688927,0.6066796081688927,0.6066796081688927,0.6066796081688927,0.6066796081688927,0.0,0.0,0.0,89068.55494509653,historical
2016-12-01,56011.80086418038,76317.60866684957,95575.85708241847,56011.80086418038,56011.80086418038,0.5407378674626303,0.5407378674626303,0.5407378674626303,0.5407378674626303,0.5407378674626303,0.5407378674626303,0.0,0.0,0.0,86299.50261621879,historical
2017-01-01,56606.36791995711,28636.859818885332,48697.67998114262,56606.36791995711,56606.36791995711,-0.32122755085115284,-0.32122755085115284,-0.32122755085115284,-0.32122755085115284,-0.32122755085115284,-0.32122755085115284,0.0,0.0,0.0,38422.84299045002,historical
2017-02-01,57200.93497816851,4490.6187711943085,22844.939951547494,57200.93497816851,57200.93497816851,-0.757581425677303,-0.757581425677303,-0.757581425677303,-0.757581425677303,-0.757581425677303,-0.757581425677303,0.0,0.0,0.0,13866.5691073329,historical
2017-03-01,57737.963287857565,51136.53538906028,70959.96625886919,57737.963287857565,57737.963287857565,0.05168264606045268,0.05168264606045268,0.05168264606045268,0.05168264606045268,0.05168264606045268,0.05168264606045268,0.0,0.0,0.0,60722.01400871532,historical
2017-04-01,58332.530345013314,30812.495130923977,50511.177978978354,58332.530345013314,58332.530345013314,-0.3017878331522623,-0.3017878331522623,-0.3017878331522623,-0.3017878331522623,-0.3017878331522623,-0.3017878331522623,0.0,0.0,0.0,40728.482409903154,historical
2017-05-01,58907.917819680166,39268.63477727593,58806.42674962081,58907.917819680166,58907.917819680166,-0.1566776646554826,-0.1566776646554826,-0.1566776646554826,-0.1566776646554826,-0.1566776646554826,-0.1566776646554826,0.0,0.0,0.0,49678.362825975586,historical
2017-06-01,59502.4848768359,37361.5656468957,56368.05956473817,59502.4848768359,59502.4848768359,-0.20680783792231305,-0.20680783792231305,-0.20680783792231305,-0.20680783792231305,-0.20680783792231305,-0.20680783792231305,0.0,0.0,0.0,47196.904628452336,historical
2017-07-01,60077.87235150275,33531.224382776745,53206.94811898953,60077.87235150275,60077.87235150275,-0.26389853400632246,-0.26389853400632246,-0.26389853400632246,-0.26389853400632246,-0.26389853400632246,-0.26389853400632246,0.0,0.0,0.0,44223.40991172221,historical
2017-08-01,60672.43940865851,38480.03782939512,57489.067367630065,60672.43940865851,60672.43940865851,-0.21291492596886197,-0.21291492596886197,-0.21291492596886197,-0.21291492596886197,-0.21291492596886197,-0.21291492596886197,0.0,0.0,0.0,47754.371463613716,historical
2017-09-01,61267.006465814244,80100.15139295465,99366.85231519969,61267.006465814244,61267.006465814244,0.4625849427878499,0.4625849427878499,0.4625849427878499,0.4625849427878499,0.4625849427878499,0.4625849427878499,0.0,0.0,0.0,89608.20114658575,historical
2017-10-01,61842.393940481095,54973.05145271933,74776.28655014842,61842.393940481095,61842.393940481095,0.049870933306447374,0.049870933306447374,0.049870933306447374,0.049870933306447374,0.049870933306447374,0.049870933306447374,0.0,0.0,0.0,64926.53184419787,historical
2017-11-01,62436.96099763685,94984.83514263591,114731.1162671747,62436.96099763685,62436.96099763685,0.6751654961815471,0.6751654961815471,0.6751654961815471,0.6751654961815471,0.6751654961815471,0.6751654961815471,0.0,0.0,0.0,104592.24274967425,historical
2017-12-01,63012.3484723037,86785.18658748014,105766.79032932498,63012.3484723037,63012.3484723037,0.5367139124415822,0.5367139124415822,0.5367139124415822,0.5367139124415822,0.5367139124415822,0.5367139124415822,0.0,0.0,0.0,96831.95255300617,historical
2018-01-01,63606.91552945944,26379.709559123046,47081.93054427072,63606.536618700775,63607.27296043615,-0.42511365610026086,-0.42511365610026086,-0.42511365610026086,-0.42511365610026086,-0.42511365610026086,-0.42511365610026086,0.0,0.0,0.0,36566.747115470476,future
2018-02-01,64201.482586615195,10364.221588204535,30075.44877410844,64200.226528986685,64202.67567731873,-0.6952675079183386,-0.6952675079183386,-0.6952675079183386,-0.6952675079183386,-0.6952675079183386,-0.6952675079183386,0.0,0.0,0.0,19564.277783956637,future
2018-03-01,64738.510896304244,60777.58821230061,79978.48807260273,64735.83289689632,64740.957218938245,0.09268309281019425,0.09268309281019425,0.09268309281019425,0.09268309281019425,0.09268309281019425,0.09268309281019425,0.0,0.0,0.0,70738.67631010019,future
2018-04-01,65333.077953459986,39102.448833892464,58754.821888683546,65328.66705652758,65337.01133612967,-0.25399007401788953,-0.25399007401788953,-0.25399007401788953,-0.25399007401788953,-0.25399007401788953,-0.25399007401788953,0.0,0.0,0.0,48739.124648244135,future
2018-05-01,65908.46542812684,39062.159824836766,58671.794540447525,65902.34324556132,65914.3462992079,-0.26594378744750535,-0.26594378744750535,-0.26594378744750535,-0.26594378744750535,-0.26594378744750535,-0.26594378744750535,0.0,0.0,0.0,48380.51850731782,future
2018-06-01,66503.03248528259,40552.81346894603,60531.16968299547,66494.95755204737,66510.83001518162,-0.24208732648194897,-0.24208732648194897,-0.24208732648194897,-0.24208732648194897,-0.24208732648194897,-0.24208732648194897,0.0,0.0,0.0,50403.491147978326,future
2018-07-01,67078.41995994945,39729.21663679901,59460.12056808111,67068.38163674089,67088.71255055457,-0.25781159915745944,-0.25781159915745944,-0.25781159915745944,-0.25781159915745944,-0.25781159915745944,-0.25781159915745944,0.0,0.0,0.0,49784.82524111923,future
2018-08-01,67672.98701710517,48231.87163913561,67635.91246346291,67660.93568591772,67685.94897769109,-0.1496329828151831,-0.1496329828151831,-0.1496329828151831,-0.1496329828151831,-0.1496329828151831,-0.1496329828151831,0.0,0.0,0.0,57546.87611372257,future
2018-09-01,68267.55407426093,96403.67098608061,115670.86491950112,68252.80331461308,68283.12873580962,0.5507379246132911,0.5507379246132911,0.5507379246132911,0.5507379246132911,0.5507379246132911,0.5507379246132911,0.0,0.0,0.0,105865.08512354502,future
2018-10-01,68842.94154892777,52477.85955900147,72052.18349362192,68825.05735159427,68860.7270348203,-0.09338940103465598,-0.09338940103465598,-0.09338940103465598,-0.09338940103465598,-0.09338940103465598,-0.09338940103465598,0.0,0.0,0.0,62413.740472209574,future
2018-11-01,69437.50860608352,111698.04751405069,130671.50015428662,69416.82841008242,69458.56966230698,0.7445433690645793,0.7445433690645793,0.7445433690645793,0.7445433690645793,0.7445433690645793,0.7445433690645793,0.0,0.0,0.0,121136.74520310765,future
2018-12-01,70012.89608075038,97549.28196969234,116814.00987782478,69989.91895538793,70037.12025824303,0.5310349722393592,0.5310349722393592,0.5310349722393592,0.5310349722393592,0.5310349722393592,0.5310349722393592,0.0,0.0,0.0,107192.1924073888,future
