Product Name,Sales,Cumulative,Class
Economy Rollaway Files,3138.8,0.5998059586831503,A
BlackBerry Q10,3099.354,0.601155145884654,A
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,3059.7960000000003,0.6024871129985792,A
Hoover WindTunnel Plus Canister Vacuum,3051.3,0.6038153816984271,A
Digium D40 VoIP phone,3044.164,0.6051405440090499,A
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,0.6064638936788751,A
"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3039.5,0.6077870256925045,A
Space Solutions HD Industrial Steel Shelving.,3035.208,0.6091082893453501,A
Carina Double Wide Media Storage Towers in Natural & Black,3028.652,0.6104266990901578,A
Compact Automatic Electric Letter Opener,2982.75,0.6117251271255758,A
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",2979.004,0.6130219244807757,A
O'Sullivan Living Dimensions 2-Shelf Bookcases,2970.059,0.6143148279666346,A
"Global Manager's Adjustable Task Chair, Storm",2959.208,0.6156030078777346,A
GBC DocuBind P100 Manual Binding Machine,2954.444,0.616889113960602,A
O'Sullivan Plantations 2-Door Library in Landvery Oak,2946.3668,0.6181717039382215,A
3.6 Cubic Foot Counter Height Office Refrigerator,2946.2,0.6194542213057344,A
Aastra 6757i CT Wireless VoIP phone,2929.984,0.6207296796475082,A
Novimex Swivel Fabric Task Chair,2913.9139999999998,0.6219981425191526,A
ShoreTel ShorePhone IP 230 VoIP phone,2906.628,0.6232634337047134,A
O'Sullivan Living Dimensions 3-Shelf Bookcases,2904.161,0.6245276509746045,A
Kensington 7 Outlet MasterPiece Power Center,2883.276,0.6257827767452014,A
Logitech Wireless Gaming Headset G930,2879.82,0.6270363980761738,A
Bose SoundLink Bluetooth Speaker,2865.6,0.6282838292649405,A
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.8,0.6295304768914028,A
"Lesro Round Back Collection Coffee Table, End Table",2847.7799999999997,0.630770150813355,A
Okidata MB491 Multifunction Printer,2844.2999999999997,0.6320083098481851,A
Premier Automatic Letter Opener,2836.366,0.633243015114502,A
Logitech Wireless Headset h800,2799.72,0.634461767922924,A
Xerox 1915,2789.0099999999998,0.6356758585356341,A
Electrix Halogen Magnifier Lamp,2759.06,0.6368769115422223,A
Maxell iVDR EX 500GB Cartridge,2755.4,0.6380763713054578,A
VTech DS6151,2746.582,0.639271992484026,A
Nortel Meridian M5316 Digital phone,2744.87,0.6404668684077803,A
O'Sullivan 4-Shelf Bookcase in Odessa Pine,2740.197,0.6416597101167296,A
"Carina Mini System Audio Rack, Model AR050B",2730.108,0.6428481599589622,A
"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2706.08,0.6440261501150544,A
Hon Mobius Operator's Chair,2705.7799999999997,0.6452040096774292,A
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",2699.056,0.6463789421992844,A
"Bevis Round Conference Table Top, X-Base",2671.421,0.6475418448632034,A
Imation Bio 8GB USB Flash Drive Imation Corp,2659.84,0.6486997061743178,A
Global Highback Leather Tilter in Burgundy,2647.809,0.6498523302420514,A
Cisco 8x8 Inc. 6753i IP Business Phone System,2645.804,0.6510040815084401,A
Premier Electric Letter Opener,2641.6079999999997,0.6521540062040347,A
Vtech CS6719,2630.126,0.6532989326427513,A
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,2623.8360000000002,0.654441120966526,A
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,2619.738,0.6555815253801208,A
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,2612.196,0.6567186466676598,A
Motorola Droid Maxx,2609.826,0.6578547362648312,A
Hon Deluxe Fabric Upholstered Stacking Chairs,2586.1879999999996,0.6589805359476949,A
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",2552.54,0.6600916882392132,A
Bevis Boat-Shaped Conference Table,2542.467,0.6611984556290128,A
Fellowes Powershred HS-440 4-Sheet High Security Shredder,2541.8360000000002,0.6623049483366936,A
Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,0.6634019172798756,A
Safco Industrial Wire Shelving System,2511.0480000000002,0.6644950075896503,A
Plantronics Calisto P620-M USB Wireless Speakerphone System,2508.672,0.665587063597183,A
Easy-staple paper,2504.192,0.6666771694052024,A
Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2491.28,0.6677616544596241,A
Kensington 4 Outlet MasterPiece Compact Power Control Center,2488.392,0.6688448823318595,A
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",2487.759,0.6699278346513511,A
Sensible Storage WireTech Storage Systems,2484.2999999999997,0.6710092812252809,A
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,2481.15,0.6720893565651778,A
Enermax Acrylux Wireless Keyboard,2450.16,0.6731559415740654,A
Panasonic KX MB2061 Multifunction Printer,2396.4,0.674199124188792,A
Global Super Steno Chair,2389.902,0.6752394781435994,A
Harbour Creations Steel Folding Chair,2389.125,0.6762794938606786,A
Logitech Gaming G510s - Keyboard,2362.7219999999998,0.677308016024688,A
Swingline SM12-08 MicroCut Jam Free Shredder,2359.9410000000003,0.6783353275849371,A
"3D Systems Cube Printer, 2nd Generation, White",2339.982,0.6793539507451662,A
Logitech G700s Rechargeable Gaming Mouse,2339.766,0.6803724798779189,A
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,2330.65,0.6813870407029117,A
"Fellowes Mobile File Cart, Black",2300.66,0.6823885465092866,A
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2299.75,0.6833896561813854,A
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2298.114,0.6843900536824119,A
Bevis Round Conference Table Top & Single Column Base,2297.538,0.685390200443501,A
Xiaomi Mi3,2279.96,0.686382695283374,A
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2267.972,0.6873699715982993,A
GBC DocuBind P50 Personal Binding Machine,2264.892,0.688355907151059,A
Cisco IP Phone 7961G-GE VoIP phone,2252.4320000000002,0.689336418711422,A
Plantronics S12 Corded Telephone Headset System,2242.032,0.6903124030229145,A
BPI Conference Tables,2241.8675,0.6912883157255187,A
Plantronics HL10 Handset Lifter,2227.008,0.692257759903643,A
Konftel 250 Conference phone - Charcoal black,2221.596,0.6932248481711051,A
Avanti 1.7 Cu. Ft. Refrigerator,2221.56,0.6941919207673211,A
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,2207.956,0.6951530713737647,A
"Global Value Steno Chair, Gray",2204.862,0.6961128751236693,A
Office Star - Mesh Screen back chair with Vinyl seat,2200.464,0.6970707643696765,A
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2191.68,0.6980248298316377,A
"Global Push Button Manager's Chair, Indigo",2185.951,0.6989764013889087,A
Jabra Supreme Plus Driver Edition Headset,2159.82,0.6999165977980804,A
Razer Kraken PRO Over Ear PC and Music Headset,2159.73,0.7008567550291367,A
Logitech G35 7.1-Channel Surround Sound Headset,2157.8340000000003,0.7017960869078991,A
Samsung Galaxy Note 3,2155.902,0.7027345777631212,A
Sauder Inglewood Library Bookcases,2154.348,0.7036723921428871,A
KI Conference Tables,2140.878,0.704604342864741,A
Mitel 5320 IP Phone VoIP phone,2116.688,0.7055257633798473,A
Imation Bio 2GB USB Flash Drive Imation Corp,2098.88,0.7064394318518875,A
Laminate Occasional Tables,2096.168,0.7073519197567224,A
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",2064.228,0.7082505037837763,A
Cisco SPA 502G IP Phone,2063.14,0.7091486141909482,A
"Tenex Chairmat w/ Average Lip, 45"" x 53""",2058.496,0.7100447030073747,A
HTC One Mini,2041.038,0.7109331921400722,A
Hon 2111 Invitation Series Straight Table,2040.054,0.7118212529253767,A
"Bevis Traditional Conference Table Top, Plinth Base",2033.496,0.7127064589320183,A
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,2032.35,0.7135911660706595,A
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,2027.304,0.7144736766229737,A
Jawbone JAMBOX Wireless Bluetooth Speaker,2022.272,0.7153539966833345,A
Jabra SPEAK 410 Multidevice Speakerphone,2018.702,0.7162327626784579,A
Ooma Telo VoIP Home Phone System,2015.8400000000001,0.7171102828095173,A
Okidata C610n Printer,2011.9,0.7179860878097545,A
Logitech G602 Wireless Gaming Mouse,1999.75,0.7188566037644364,A
Adtran 1202752G1,1990.6419999999998,0.7197231548938574,A
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1979.88,0.7205850211913223,A
"Global Value Mid-Back Manager's Chair, Gray",1978.925,0.7214464717654534,A
Space Solutions Commercial Steel Shelving,1952.43,0.7222963887377747,A
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,1947.1770000000001,0.723144019014104,A
Harmony Air Purifier,1946.7,0.7239914416464225,A
AT&T 1080 Corded phone,1945.258,0.7248382365582727,A
AT&T CL83451 4-Handset Telephone,1936.306,0.7256811345535953,A
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,1926.9360000000001,0.7265199536718104,A
Logitech Mobile Speakerphone P710e - speaker phone,1916.716,0.7273543238973856,A
Plantronics Audio 995 Wireless Stereo Headset,1913.13,0.7281871330927252,A
"O'Sullivan Elevations Bookcase, Cherry Finish",1912.308,0.7290195844612791,A
"Sauder Camden County Collection Libraries, Planked Cherry Finish",1909.8178,0.7298509518149161,A
Polycom SoundPoint Pro SE-225 Corded phone,1903.8400000000001,0.7306797169581397,A
Bestar Classic Bookcase,1897.8102,0.7315058572547057,A
Novimex Fabric Task Chair,1890.3799999999999,0.7323287630931412,A
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,1890.0,0.7331515035128681,A
Multicolor Computer Printout Paper,1887.3,0.7339730685891381,A
Nortel Networks T7316 E Nt8 B27,1876.524,0.7347899427390786,A
"Sauder Forest Hills Library, Woodland Oak Finish",1875.034,0.7356061682735558,A
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",1857.252,0.7364146530830894,A
Office Star - Contemporary Task Swivel Chair,1842.268,0.7372166151717504,A
"Padded Folding Chairs, Black, 4/Carton",1830.148,0.7380133012742277,A
LG G3,1803.108,0.738798216529642,A
Logitech Wireless Performance Mouse MX for PC and Mac,1799.82,0.7395817004779132,A
Xerox 189,1782.4499999999998,0.740357623049946,A
Belkin 5 Outlet SurgeMaster Power Centers,1776.048,0.7411307587520491,A
Office Star Flex Back Scooter Chair with White Frame,1775.68,0.7419037342591922,A
Bevis Steel Folding Chairs,1775.075,0.7426764464023385,A
GE 2-Jack Phone Line Splitter,1771.5140000000001,0.7434476083980591,A
Global Deluxe Steno Chair,1770.54,0.7442183463995105,A
Tennsco Regal Shelving Units,1764.534,0.7449864699147392,A
Honeywell Quietcare HEPA Air Cleaner,1761.76,0.7457533858733941,A
"Global Geo Office Task Chair, Gray",1757.266,0.7465183455381622,A
Global Low Back Tilter Chair,1746.9540000000002,0.7472788162615502,A
Xerox 1941,1740.51,0.7480364818318882,A
AT&T TR1909W,1738.662,0.7487933429449268,A
Jabra BIZ 2300 Duo QD Duo Corded Headset,1727.0639999999999,0.7495451553048501,A
First Data FD10 PIN Pad,1722.2,0.7502948503053017,A
Xerox 1908,1712.988,0.7510405352080038,A
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1706.508,0.7517833992864097,A
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1706.25,0.7525261510542186,A
Kensington Orbit Wireless Mobile Trackball for PC and Mac,1703.7160000000001,0.7532677997404277,A
Xerox 1945,1696.986,0.7540065187742429,A
Kensington Expert Mouse Optical USB Trackball for PC or Mac,1690.8220000000001,0.7547425545424773,A
"Global Leather & Oak Executive Chair, Burgundy",1689.968,0.7554782185539297,A
Hon Comfortask Task/Swivel Chairs,1686.904,0.7562125487682149,A
Staple envelope,1686.8120000000001,0.7569468389337599,A
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,0.7576805318507039,A
ClearOne Communications CHAT 70 OC Speaker Phone,1685.294,0.758414161212039,A
Polycom CX300 Desktop Phone USB VoIP phone,1679.8880000000001,0.759145437274586,A
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",1674.4,0.7598743243427292,A
